arm,client,model,bound_class,binding_family,output_class,mean_centered_logit_response
l0,2,ShuffleNet,1,3,1,-0.11931921339005752
l0,2,ShuffleNet,1,3,2,0.10290598994903773
l0,2,ShuffleNet,1,3,3,0.037747385892696876
l0,2,ShuffleNet,1,3,4,0.4887123066837921
l0,2,ShuffleNet,1,3,5,0.21814617368887065
l0,2,ShuffleNet,1,3,6,-0.03687748026677219
l0,2,ShuffleNet,1,3,7,-0.11070553548964808
l0,2,ShuffleNet,1,3,8,-0.18249762886272708
l0,2,ShuffleNet,1,3,9,-0.13166212075144093
l0,2,ShuffleNet,2,0,0,-0.27403071908829124
l0,2,ShuffleNet,2,0,1,-0.27679114947438305
l0,2,ShuffleNet,2,0,2,0.05508222686511362
l0,2,ShuffleNet,2,0,3,-0.2091804590561558
l0,2,ShuffleNet,2,0,4,0.6798008212914357
l0,2,ShuffleNet,2,0,5,0.45482420150417796
l0,2,ShuffleNet,2,0,6,0.38263824496805277
l0,2,ShuffleNet,2,0,7,-0.14785919083028137
l0,2,ShuffleNet,2,0,8,-0.3389028163897107
l0,2,ShuffleNet,2,0,9,-0.3255811597899547
l0,2,ShuffleNet,3,1,0,-0.1154932478447693
l0,2,ShuffleNet,3,1,1,-0.16524425243284582
l0,2,ShuffleNet,3,1,2,0.09502478684036371
l0,2,ShuffleNet,3,1,3,0.00015383883187308398
l0,2,ShuffleNet,3,1,4,0.2956744132644268
l0,2,ShuffleNet,3,1,5,0.10115041460517314
l0,2,ShuffleNet,3,1,6,-0.03520310610231483
l0,2,ShuffleNet,3,1,7,0.0784902274516476
l0,2,ShuffleNet,3,1,8,-0.13431312873074466
l0,2,ShuffleNet,3,1,9,-0.12023994588280976
l0,2,ShuffleNet,4,2,0,-0.02402084038414896
l0,2,ShuffleNet,4,2,1,-0.2789577975514201
l0,2,ShuffleNet,4,2,2,-0.028714067649360412
l0,2,ShuffleNet,4,2,3,-0.06817946331723973
l0,2,ShuffleNet,4,2,4,0.4845894219415946
l0,2,ShuffleNet,4,2,5,0.2425801377141558
l0,2,ShuffleNet,4,2,6,0.11538572794157337
l0,2,ShuffleNet,4,2,7,-0.1532311165818042
l0,2,ShuffleNet,4,2,8,-0.04085742874683391
l0,2,ShuffleNet,4,2,9,-0.2485945733665139
l0,2,ShuffleNet,5,3,0,-0.2664498774537512
l0,2,ShuffleNet,5,3,1,-0.11931921339005752
l0,2,ShuffleNet,5,3,2,0.10290598994903773
l0,2,ShuffleNet,5,3,3,0.037747385892696876
l0,2,ShuffleNet,5,3,4,0.4887123066837921
l0,2,ShuffleNet,5,3,5,0.21814617368887065
l0,2,ShuffleNet,5,3,6,-0.03687748026677219
l0,2,ShuffleNet,5,3,7,-0.11070553548964808
l0,2,ShuffleNet,5,3,8,-0.18249762886272708
l0,2,ShuffleNet,5,3,9,-0.13166212075144093
l0,2,ShuffleNet,6,0,0,-0.27403071908829124
l0,2,ShuffleNet,6,0,1,-0.27679114947438305
l0,2,ShuffleNet,6,0,2,0.05508222686511362
l0,2,ShuffleNet,6,0,3,-0.2091804590561558
l0,2,ShuffleNet,6,0,4,0.6798008212914357
l0,2,ShuffleNet,6,0,5,0.45482420150417796
l0,2,ShuffleNet,6,0,6,0.38263824496805277
l0,2,ShuffleNet,6,0,7,-0.14785919083028137
l0,2,ShuffleNet,6,0,8,-0.3389028163897107
l0,2,ShuffleNet,6,0,9,-0.3255811597899547
l0,2,ShuffleNet,7,1,0,-0.1154932478447693
l0,2,ShuffleNet,7,1,1,-0.16524425243284582
l0,2,ShuffleNet,7,1,2,0.09502478684036371
l0,2,ShuffleNet,7,1,3,0.00015383883187308398
l0,2,ShuffleNet,7,1,4,0.2956744132644268
l0,2,ShuffleNet,7,1,5,0.10115041460517314
l0,2,ShuffleNet,7,1,6,-0.03520310610231483
l0,2,ShuffleNet,7,1,7,0.0784902274516476
l0,2,ShuffleNet,7,1,8,-0.13431312873074466
l0,2,ShuffleNet,7,1,9,-0.12023994588280976
l0,2,ShuffleNet,8,2,0,-0.02402084038414896
l0,2,ShuffleNet,8,2,1,-0.2789577975514201
l0,2,ShuffleNet,8,2,2,-0.028714067649360412
l0,2,ShuffleNet,8,2,3,-0.06817946331723973
l0,2,ShuffleNet,8,2,4,0.4845894219415946
l0,2,ShuffleNet,8,2,5,0.2425801377141558
l0,2,ShuffleNet,8,2,6,0.11538572794157337
l0,2,ShuffleNet,8,2,7,-0.1532311165818042
l0,2,ShuffleNet,8,2,8,-0.04085742874683391
l0,2,ShuffleNet,8,2,9,-0.2485945733665139
l0,2,ShuffleNet,9,3,0,-0.2664498774537512
l0,2,ShuffleNet,9,3,1,-0.11931921339005752
l0,2,ShuffleNet,9,3,2,0.10290598994903773
l0,2,ShuffleNet,9,3,3,0.037747385892696876
l0,2,ShuffleNet,9,3,4,0.4887123066837921
l0,2,ShuffleNet,9,3,5,0.21814617368887065
l0,2,ShuffleNet,9,3,6,-0.03687748026677219
l0,2,ShuffleNet,9,3,7,-0.11070553548964808
l0,2,ShuffleNet,9,3,8,-0.18249762886272708
l0,2,ShuffleNet,9,3,9,-0.13166212075144093
l0,3,Mobilenetv2,0,3,0,-0.10263142204100935
l0,3,Mobilenetv2,0,3,1,-0.2864515350841268
l0,3,Mobilenetv2,0,3,2,-0.01824813534602326
l0,3,Mobilenetv2,0,3,3,0.17522023650973384
l0,3,Mobilenetv2,0,3,4,0.24669195553071988
l0,3,Mobilenetv2,0,3,5,-0.13794117462910066
l0,3,Mobilenetv2,0,3,6,-0.00872043712406001
l0,3,Mobilenetv2,0,3,7,0.44513459481409484
l0,3,Mobilenetv2,0,3,8,-0.09957019166501593
l0,3,Mobilenetv2,0,3,9,-0.21348389096521247
l0,3,Mobilenetv2,1,0,0,-0.20805065387804214
l0,3,Mobilenetv2,1,0,1,-0.12606083890916361
l0,3,Mobilenetv2,1,0,2,-0.1875204288801685
l0,3,Mobilenetv2,1,0,3,0.16940479923403526
l0,3,Mobilenetv2,1,0,4,0.2606895293364129
l0,3,Mobilenetv2,1,0,5,-0.03223498690197113
l0,3,Mobilenetv2,1,0,6,0.27868933706271515
l0,3,Mobilenetv2,1,0,7,0.21151364199771713
l0,3,Mobilenetv2,1,0,8,-0.32432188520213845
l0,3,Mobilenetv2,1,0,9,-0.042108513859396415
l0,3,Mobilenetv2,2,1,0,-0.00017552124547898736
l0,3,Mobilenetv2,2,1,1,-0.2551576592704242
l0,3,Mobilenetv2,2,1,2,0.014746938539267857
l0,3,Mobilenetv2,2,1,3,0.1074196445509719
l0,3,Mobilenetv2,2,1,4,0.11946213841919143
l0,3,Mobilenetv2,2,1,5,-0.047348266115931105
l0,3,Mobilenetv2,2,1,6,-0.016652701348821502
l0,3,Mobilenetv2,2,1,7,0.28517258752170105
l0,3,Mobilenetv2,2,1,8,-0.06157928878917539
l0,3,Mobilenetv2,2,1,9,-0.14588787226130162
l0,3,Mobilenetv2,3,2,0,-0.002344125745825902
l0,3,Mobilenetv2,3,2,1,-0.25101859867176135
l0,3,Mobilenetv2,3,2,2,-0.008013684194990156
l0,3,Mobilenetv2,3,2,3,0.11647792505972741
l0,3,Mobilenetv2,3,2,4,0.11896197396451832
l0,3,Mobilenetv2,3,2,5,-0.06789356465532308
l0,3,Mobilenetv2,3,2,6,0.051202277577443306
l0,3,Mobilenetv2,3,2,7,0.3028452696481806
l0,3,Mobilenetv2,3,2,8,-0.07782362671934782
l0,3,Mobilenetv2,3,2,9,-0.18239384626262062
l0,3,Mobilenetv2,4,3,0,-0.10263142204100935
l0,3,Mobilenetv2,4,3,1,-0.2864515350841268
l0,3,Mobilenetv2,4,3,2,-0.01824813534602326
l0,3,Mobilenetv2,4,3,3,0.17522023650973384
l0,3,Mobilenetv2,4,3,4,0.24669195553071988
l0,3,Mobilenetv2,4,3,5,-0.13794117462910066
l0,3,Mobilenetv2,4,3,6,-0.00872043712406001
l0,3,Mobilenetv2,4,3,7,0.44513459481409484
l0,3,Mobilenetv2,4,3,8,-0.09957019166501593
l0,3,Mobilenetv2,4,3,9,-0.21348389096521247
l0,3,Mobilenetv2,5,0,0,-0.20805065387804214
l0,3,Mobilenetv2,5,0,1,-0.12606083890916361
l0,3,Mobilenetv2,5,0,2,-0.1875204288801685
l0,3,Mobilenetv2,5,0,3,0.16940479923403526
l0,3,Mobilenetv2,5,0,4,0.2606895293364129
l0,3,Mobilenetv2,5,0,5,-0.03223498690197113
l0,3,Mobilenetv2,5,0,6,0.27868933706271515
l0,3,Mobilenetv2,5,0,7,0.21151364199771713
l0,3,Mobilenetv2,5,0,8,-0.32432188520213845
l0,3,Mobilenetv2,5,0,9,-0.042108513859396415
l0,3,Mobilenetv2,6,1,0,-0.00017552124547898736
l0,3,Mobilenetv2,6,1,1,-0.2551576592704242
l0,3,Mobilenetv2,6,1,2,0.014746938539267857
l0,3,Mobilenetv2,6,1,3,0.1074196445509719
l0,3,Mobilenetv2,6,1,4,0.11946213841919143
l0,3,Mobilenetv2,6,1,5,-0.047348266115931105
l0,3,Mobilenetv2,6,1,6,-0.016652701348821502
l0,3,Mobilenetv2,6,1,7,0.28517258752170105
l0,3,Mobilenetv2,6,1,8,-0.06157928878917539
l0,3,Mobilenetv2,6,1,9,-0.14588787226130162
l0,3,Mobilenetv2,7,2,0,-0.002344125745825902
l0,3,Mobilenetv2,7,2,1,-0.25101859867176135
l0,3,Mobilenetv2,7,2,2,-0.008013684194990156
l0,3,Mobilenetv2,7,2,3,0.11647792505972741
l0,3,Mobilenetv2,7,2,4,0.11896197396451832
l0,3,Mobilenetv2,7,2,5,-0.06789356465532308
l0,3,Mobilenetv2,7,2,6,0.051202277577443306
l0,3,Mobilenetv2,7,2,7,0.3028452696481806
l0,3,Mobilenetv2,7,2,8,-0.07782362671934782
l0,3,Mobilenetv2,7,2,9,-0.18239384626262062
l0,3,Mobilenetv2,8,3,0,-0.10263142204100935
l0,3,Mobilenetv2,8,3,1,-0.2864515350841268
l0,3,Mobilenetv2,8,3,2,-0.01824813534602326
l0,3,Mobilenetv2,8,3,3,0.17522023650973384
l0,3,Mobilenetv2,8,3,4,0.24669195553071988
l0,3,Mobilenetv2,8,3,5,-0.13794117462910066
l0,3,Mobilenetv2,8,3,6,-0.00872043712406001
l0,3,Mobilenetv2,8,3,7,0.44513459481409484
l0,3,Mobilenetv2,8,3,8,-0.09957019166501593
l0,3,Mobilenetv2,8,3,9,-0.21348389096521247
l0,3,Mobilenetv2,9,0,0,-0.20805065387804214
l0,3,Mobilenetv2,9,0,1,-0.12606083890916361
l0,3,Mobilenetv2,9,0,2,-0.1875204288801685
l0,3,Mobilenetv2,9,0,3,0.16940479923403526
l0,3,Mobilenetv2,9,0,4,0.2606895293364129
l0,3,Mobilenetv2,9,0,5,-0.03223498690197113
l0,3,Mobilenetv2,9,0,6,0.27868933706271515
l0,3,Mobilenetv2,9,0,7,0.21151364199771713
l0,3,Mobilenetv2,9,0,8,-0.32432188520213845
l0,3,Mobilenetv2,9,0,9,-0.042108513859396415
l9,0,ResNet10,0,0,0,3.542353622308112
l9,0,ResNet10,0,0,1,0.19526892149927086
l9,0,ResNet10,0,0,2,-0.4545332985695049
l9,0,ResNet10,0,0,3,-1.5886743666548009
l9,0,ResNet10,0,0,4,2.75630000267176
l9,0,ResNet10,0,0,5,-2.450067856119561
l9,0,ResNet10,0,0,6,-0.753625590219281
l9,0,ResNet10,0,0,7,-1.809517791232475
l9,0,ResNet10,0,0,8,0.31570990297081286
l9,0,ResNet10,0,0,9,0.24678645334566912
l9,0,ResNet10,1,1,0,-0.12880105746655268
l9,0,ResNet10,1,1,1,-0.0357541171443006
l9,0,ResNet10,1,1,2,-0.2880771590106292
l9,0,ResNet10,1,1,3,0.10484500526801412
l9,0,ResNet10,1,1,4,0.08820443017514462
l9,0,ResNet10,1,1,5,0.8221840889749434
l9,0,ResNet10,1,1,6,-0.4466155260102403
l9,0,ResNet10,1,1,7,-0.05975300828302615
l9,0,ResNet10,1,1,8,-0.03412001247209879
l9,0,ResNet10,1,1,9,-0.022112644031253036
l9,0,ResNet10,2,2,0,0.6543254134679344
l9,0,ResNet10,2,2,1,0.41449234978300664
l9,0,ResNet10,2,2,2,0.3336192145816851
l9,0,ResNet10,2,2,3,-0.5468142582885068
l9,0,ResNet10,2,2,4,0.22426506868297463
l9,0,ResNet10,2,2,5,-1.3191591441510289
l9,0,ResNet10,2,2,6,0.4266071275061739
l9,0,ResNet10,2,2,7,-1.0149588782560734
l9,0,ResNet10,2,2,8,0.4234017765451579
l9,0,ResNet10,2,2,9,0.40422133012867123
l9,0,ResNet10,3,3,0,-0.20821986715492463
l9,0,ResNet10,3,3,1,0.8668993074709687
l9,0,ResNet10,3,3,2,-0.8917935615333018
l9,0,ResNet10,3,3,3,0.033927858810178034
l9,0,ResNet10,3,3,4,-0.3572200987759376
l9,0,ResNet10,3,3,5,-1.178799383966266
l9,0,ResNet10,3,3,6,-0.4931989968150289
l9,0,ResNet10,3,3,7,0.47182436319155213
l9,0,ResNet10,3,3,8,0.8687984354995385
l9,0,ResNet10,3,3,9,0.8877819432732212
l9,0,ResNet10,4,0,0,3.542353622308112
l9,0,ResNet10,4,0,1,0.19526892149927086
l9,0,ResNet10,4,0,2,-0.4545332985695049
l9,0,ResNet10,4,0,3,-1.5886743666548009
l9,0,ResNet10,4,0,4,2.75630000267176
l9,0,ResNet10,4,0,5,-2.450067856119561
l9,0,ResNet10,4,0,6,-0.753625590219281
l9,0,ResNet10,4,0,7,-1.809517791232475
l9,0,ResNet10,4,0,8,0.31570990297081286
l9,0,ResNet10,4,0,9,0.24678645334566912
l9,0,ResNet10,5,1,0,-0.12880105746655268
l9,0,ResNet10,5,1,1,-0.0357541171443006
l9,0,ResNet10,5,1,2,-0.2880771590106292
l9,0,ResNet10,5,1,3,0.10484500526801412
l9,0,ResNet10,5,1,4,0.08820443017514462
l9,0,ResNet10,5,1,5,0.8221840889749434
l9,0,ResNet10,5,1,6,-0.4466155260102403
l9,0,ResNet10,5,1,7,-0.05975300828302615
l9,0,ResNet10,5,1,8,-0.03412001247209879
l9,0,ResNet10,5,1,9,-0.022112644031253036
l9,0,ResNet10,6,2,0,0.6543254134679344
l9,0,ResNet10,6,2,1,0.41449234978300664
l9,0,ResNet10,6,2,2,0.3336192145816851
l9,0,ResNet10,6,2,3,-0.5468142582885068
l9,0,ResNet10,6,2,4,0.22426506868297463
l9,0,ResNet10,6,2,5,-1.3191591441510289
l9,0,ResNet10,6,2,6,0.4266071275061739
l9,0,ResNet10,6,2,7,-1.0149588782560734
l9,0,ResNet10,6,2,8,0.4234017765451579
l9,0,ResNet10,6,2,9,0.40422133012867123
l9,0,ResNet10,7,3,0,-0.20821986715492463
l9,0,ResNet10,7,3,1,0.8668993074709687
l9,0,ResNet10,7,3,2,-0.8917935615333018
l9,0,ResNet10,7,3,3,0.033927858810178034
l9,0,ResNet10,7,3,4,-0.3572200987759376
l9,0,ResNet10,7,3,5,-1.178799383966266
l9,0,ResNet10,7,3,6,-0.4931989968150289
l9,0,ResNet10,7,3,7,0.47182436319155213
l9,0,ResNet10,7,3,8,0.8687984354995385
l9,0,ResNet10,7,3,9,0.8877819432732212
l9,0,ResNet10,8,0,0,3.542353622308112
l9,0,ResNet10,8,0,1,0.19526892149927086
l9,0,ResNet10,8,0,2,-0.4545332985695049
l9,0,ResNet10,8,0,3,-1.5886743666548009
l9,0,ResNet10,8,0,4,2.75630000267176
l9,0,ResNet10,8,0,5,-2.450067856119561
l9,0,ResNet10,8,0,6,-0.753625590219281
l9,0,ResNet10,8,0,7,-1.809517791232475
l9,0,ResNet10,8,0,8,0.31570990297081286
l9,0,ResNet10,8,0,9,0.24678645334566912
l9,0,ResNet10,9,1,0,-0.12880105746655268
l9,0,ResNet10,9,1,1,-0.0357541171443006
l9,0,ResNet10,9,1,2,-0.2880771590106292
l9,0,ResNet10,9,1,3,0.10484500526801412
l9,0,ResNet10,9,1,4,0.08820443017514462
l9,0,ResNet10,9,1,5,0.8221840889749434
l9,0,ResNet10,9,1,6,-0.4466155260102403
l9,0,ResNet10,9,1,7,-0.05975300828302615
l9,0,ResNet10,9,1,8,-0.03412001247209879
l9,0,ResNet10,9,1,9,-0.022112644031253036
l9,1,ResNet12,0,1,0,0.8570062692319048
l9,1,ResNet12,0,1,1,-0.763013966970933
l9,1,ResNet12,0,1,2,-0.32067460616528837
l9,1,ResNet12,0,1,3,-0.20584856264241508
l9,1,ResNet12,0,1,4,0.9166069883753736
l9,1,ResNet12,0,1,5,-0.2488865830264481
l9,1,ResNet12,0,1,6,-0.4391023054858042
l9,1,ResNet12,0,1,7,-0.15365419404163946
l9,1,ResNet12,0,1,8,0.7441580069767222
l9,1,ResNet12,0,1,9,-0.3865910462514747
l9,1,ResNet12,1,2,0,-0.7407187336734423
l9,1,ResNet12,1,2,1,0.44449129850739266
l9,1,ResNet12,1,2,2,-0.5895435854280515
l9,1,ResNet12,1,2,3,0.4750755903046597
l9,1,ResNet12,1,2,4,-0.5326782593212713
l9,1,ResNet12,1,2,5,0.6281084770109042
l9,1,ResNet12,1,2,6,0.10823316956349557
l9,1,ResNet12,1,2,7,0.2583828608703448
l9,1,ResNet12,1,2,8,-0.701529562323133
l9,1,ResNet12,1,2,9,0.6501787444891054
l9,1,ResNet12,2,3,0,-0.07391146247287589
l9,1,ResNet12,2,3,1,-0.5077923301955286
l9,1,ResNet12,2,3,2,1.3014413677058507
l9,1,ResNet12,2,3,3,-0.10906345935378546
l9,1,ResNet12,2,3,4,-0.21775031421572152
l9,1,ResNet12,2,3,5,-0.16552929681155867
l9,1,ResNet12,2,3,6,0.9658753573193679
l9,1,ResNet12,2,3,7,-0.07939678616076301
l9,1,ResNet12,2,3,8,-0.5925746457808065
l9,1,ResNet12,2,3,9,-0.5212984300341807
l9,1,ResNet12,3,0,0,-1.1557203732933763
l9,1,ResNet12,3,0,1,-0.5218417516993278
l9,1,ResNet12,3,0,2,-1.1101864442116407
l9,1,ResNet12,3,0,3,2.8091356687307227
l9,1,ResNet12,3,0,4,-0.5891025897052924
l9,1,ResNet12,3,0,5,0.3923851530530748
l9,1,ResNet12,3,0,6,0.17812620262997989
l9,1,ResNet12,3,0,7,2.003430899741258
l9,1,ResNet12,3,0,8,-1.386959970298616
l9,1,ResNet12,3,0,9,-0.6192667949467915
l9,1,ResNet12,4,1,0,0.8570062692319048
l9,1,ResNet12,4,1,1,-0.763013966970933
l9,1,ResNet12,4,1,2,-0.32067460616528837
l9,1,ResNet12,4,1,3,-0.20584856264241508
l9,1,ResNet12,4,1,4,0.9166069883753736
l9,1,ResNet12,4,1,5,-0.2488865830264481
l9,1,ResNet12,4,1,6,-0.4391023054858042
l9,1,ResNet12,4,1,7,-0.15365419404163946
l9,1,ResNet12,4,1,8,0.7441580069767222
l9,1,ResNet12,4,1,9,-0.3865910462514747
l9,1,ResNet12,5,2,0,-0.7407187336734423
l9,1,ResNet12,5,2,1,0.44449129850739266
l9,1,ResNet12,5,2,2,-0.5895435854280515
l9,1,ResNet12,5,2,3,0.4750755903046597
l9,1,ResNet12,5,2,4,-0.5326782593212713
l9,1,ResNet12,5,2,5,0.6281084770109042
l9,1,ResNet12,5,2,6,0.10823316956349557
l9,1,ResNet12,5,2,7,0.2583828608703448
l9,1,ResNet12,5,2,8,-0.701529562323133
l9,1,ResNet12,5,2,9,0.6501787444891054
l9,1,ResNet12,6,3,0,-0.07391146247287589
l9,1,ResNet12,6,3,1,-0.5077923301955286
l9,1,ResNet12,6,3,2,1.3014413677058507
l9,1,ResNet12,6,3,3,-0.10906345935378546
l9,1,ResNet12,6,3,4,-0.21775031421572152
l9,1,ResNet12,6,3,5,-0.16552929681155867
l9,1,ResNet12,6,3,6,0.9658753573193679
l9,1,ResNet12,6,3,7,-0.07939678616076301
l9,1,ResNet12,6,3,8,-0.5925746457808065
l9,1,ResNet12,6,3,9,-0.5212984300341807
l9,1,ResNet12,7,0,0,-1.1557203732933763
l9,1,ResNet12,7,0,1,-0.5218417516993278
l9,1,ResNet12,7,0,2,-1.1101864442116407
l9,1,ResNet12,7,0,3,2.8091356687307227
l9,1,ResNet12,7,0,4,-0.5891025897052924
l9,1,ResNet12,7,0,5,0.3923851530530748
l9,1,ResNet12,7,0,6,0.17812620262997989
l9,1,ResNet12,7,0,7,2.003430899741258
l9,1,ResNet12,7,0,8,-1.386959970298616
l9,1,ResNet12,7,0,9,-0.6192667949467915
l9,1,ResNet12,8,1,0,0.8570062692319048
l9,1,ResNet12,8,1,1,-0.763013966970933
l9,1,ResNet12,8,1,2,-0.32067460616528837
l9,1,ResNet12,8,1,3,-0.20584856264241508
l9,1,ResNet12,8,1,4,0.9166069883753736
l9,1,ResNet12,8,1,5,-0.2488865830264481
l9,1,ResNet12,8,1,6,-0.4391023054858042
l9,1,ResNet12,8,1,7,-0.15365419404163946
l9,1,ResNet12,8,1,8,0.7441580069767222
l9,1,ResNet12,8,1,9,-0.3865910462514747
l9,1,ResNet12,9,2,0,-0.7407187336734423
l9,1,ResNet12,9,2,1,0.44449129850739266
l9,1,ResNet12,9,2,2,-0.5895435854280515
l9,1,ResNet12,9,2,3,0.4750755903046597
l9,1,ResNet12,9,2,4,-0.5326782593212713
l9,1,ResNet12,9,2,5,0.6281084770109042
l9,1,ResNet12,9,2,6,0.10823316956349557
l9,1,ResNet12,9,2,7,0.2583828608703448
l9,1,ResNet12,9,2,8,-0.701529562323133
l9,1,ResNet12,9,2,9,0.6501787444891054
l9,2,ShuffleNet,0,2,0,0.280251677112558
l9,2,ShuffleNet,0,2,1,-0.6639305457439515
l9,2,ShuffleNet,0,2,2,0.6182278630497078
l9,2,ShuffleNet,0,2,3,-0.696575331980897
l9,2,ShuffleNet,0,2,4,0.7063071756112489
l9,2,ShuffleNet,0,2,5,0.5404443850287274
l9,2,ShuffleNet,0,2,6,0.5764406432034996
l9,2,ShuffleNet,0,2,7,-0.9016811793655175
l9,2,ShuffleNet,0,2,8,0.31983919119466775
l9,2,ShuffleNet,0,2,9,-0.7793238781100433
l9,2,ShuffleNet,1,3,0,-0.3755624159960668
l9,2,ShuffleNet,1,3,1,0.35542973722005694
l9,2,ShuffleNet,1,3,2,-0.37168373079147754
l9,2,ShuffleNet,1,3,3,0.011182392261463902
l9,2,ShuffleNet,1,3,4,0.07084122231794186
l9,2,ShuffleNet,1,3,5,0.6426971729215949
l9,2,ShuffleNet,1,3,6,-0.24207716425324255
l9,2,ShuffleNet,1,3,7,-0.14389367189309257
l9,2,ShuffleNet,1,3,8,-0.25922139403701844
l9,2,ShuffleNet,1,3,9,0.31228785224984273
l9,2,ShuffleNet,2,0,0,-0.17842792311671932
l9,2,ShuffleNet,2,0,1,-0.9392223475610594
l9,2,ShuffleNet,2,0,2,1.8327399605570915
l9,2,ShuffleNet,2,0,3,-1.116727930596992
l9,2,ShuffleNet,2,0,4,1.8124907522290998
l9,2,ShuffleNet,2,0,5,-0.6556778704249047
l9,2,ShuffleNet,2,0,6,1.750949086538645
l9,2,ShuffleNet,2,0,7,-1.0287992020360521
l9,2,ShuffleNet,2,0,8,-0.2780860142160764
l9,2,ShuffleNet,2,0,9,-1.1992385113730397
l9,2,ShuffleNet,3,1,0,-0.45767741935507517
l9,2,ShuffleNet,3,1,1,-0.12422816733745108
l9,2,ShuffleNet,3,1,2,-0.2472684875386516
l9,2,ShuffleNet,3,1,3,0.5892892132302965
l9,2,ShuffleNet,3,1,4,0.30531059284632756
l9,2,ShuffleNet,3,1,5,0.04414652315382462
l9,2,ShuffleNet,3,1,6,-0.35781655408407886
l9,2,ShuffleNet,3,1,7,0.7822973801206171
l9,2,ShuffleNet,3,1,8,-0.46947525377301985
l9,2,ShuffleNet,3,1,9,-0.06457782726279004
l9,2,ShuffleNet,4,2,0,0.280251677112558
l9,2,ShuffleNet,4,2,1,-0.6639305457439515
l9,2,ShuffleNet,4,2,2,0.6182278630497078
l9,2,ShuffleNet,4,2,3,-0.696575331980897
l9,2,ShuffleNet,4,2,4,0.7063071756112489
l9,2,ShuffleNet,4,2,5,0.5404443850287274
l9,2,ShuffleNet,4,2,6,0.5764406432034996
l9,2,ShuffleNet,4,2,7,-0.9016811793655175
l9,2,ShuffleNet,4,2,8,0.31983919119466775
l9,2,ShuffleNet,4,2,9,-0.7793238781100433
l9,2,ShuffleNet,5,3,0,-0.3755624159960668
l9,2,ShuffleNet,5,3,1,0.35542973722005694
l9,2,ShuffleNet,5,3,2,-0.37168373079147754
l9,2,ShuffleNet,5,3,3,0.011182392261463902
l9,2,ShuffleNet,5,3,4,0.07084122231794186
l9,2,ShuffleNet,5,3,5,0.6426971729215949
l9,2,ShuffleNet,5,3,6,-0.24207716425324255
l9,2,ShuffleNet,5,3,7,-0.14389367189309257
l9,2,ShuffleNet,5,3,8,-0.25922139403701844
l9,2,ShuffleNet,5,3,9,0.31228785224984273
l9,2,ShuffleNet,6,0,0,-0.17842792311671932
l9,2,ShuffleNet,6,0,1,-0.9392223475610594
l9,2,ShuffleNet,6,0,2,1.8327399605570915
l9,2,ShuffleNet,6,0,3,-1.116727930596992
l9,2,ShuffleNet,6,0,4,1.8124907522290998
l9,2,ShuffleNet,6,0,5,-0.6556778704249047
l9,2,ShuffleNet,6,0,6,1.750949086538645
l9,2,ShuffleNet,6,0,7,-1.0287992020360521
l9,2,ShuffleNet,6,0,8,-0.2780860142160764
l9,2,ShuffleNet,6,0,9,-1.1992385113730397
l9,2,ShuffleNet,7,1,0,-0.45767741935507517
l9,2,ShuffleNet,7,1,1,-0.12422816733745108
l9,2,ShuffleNet,7,1,2,-0.2472684875386516
l9,2,ShuffleNet,7,1,3,0.5892892132302965
l9,2,ShuffleNet,7,1,4,0.30531059284632756
l9,2,ShuffleNet,7,1,5,0.04414652315382462
l9,2,ShuffleNet,7,1,6,-0.35781655408407886
l9,2,ShuffleNet,7,1,7,0.7822973801206171
l9,2,ShuffleNet,7,1,8,-0.46947525377301985
l9,2,ShuffleNet,7,1,9,-0.06457782726279004
l9,2,ShuffleNet,8,2,0,0.280251677112558
l9,2,ShuffleNet,8,2,1,-0.6639305457439515
l9,2,ShuffleNet,8,2,2,0.6182278630497078
l9,2,ShuffleNet,8,2,3,-0.696575331980897
l9,2,ShuffleNet,8,2,4,0.7063071756112489
l9,2,ShuffleNet,8,2,5,0.5404443850287274
l9,2,ShuffleNet,8,2,6,0.5764406432034996
l9,2,ShuffleNet,8,2,7,-0.9016811793655175
l9,2,ShuffleNet,8,2,8,0.31983919119466775
l9,2,ShuffleNet,8,2,9,-0.7793238781100433
l9,2,ShuffleNet,9,3,0,-0.3755624159960668
l9,2,ShuffleNet,9,3,1,0.35542973722005694
l9,2,ShuffleNet,9,3,2,-0.37168373079147754
l9,2,ShuffleNet,9,3,3,0.011182392261463902
l9,2,ShuffleNet,9,3,4,0.07084122231794186
l9,2,ShuffleNet,9,3,5,0.6426971729215949
l9,2,ShuffleNet,9,3,6,-0.24207716425324255
l9,2,ShuffleNet,9,3,7,-0.14389367189309257
l9,2,ShuffleNet,9,3,8,-0.25922139403701844
l9,2,ShuffleNet,9,3,9,0.31228785224984273
l9,3,Mobilenetv2,0,3,0,0.3351012548518506
l9,3,Mobilenetv2,0,3,1,-0.5115780209315528
l9,3,Mobilenetv2,0,3,2,0.05021516643943302
l9,3,Mobilenetv2,0,3,3,-0.15629654838565304
l9,3,Mobilenetv2,0,3,4,0.48869187108420575
l9,3,Mobilenetv2,0,3,5,-0.7438065664831002
l9,3,Mobilenetv2,0,3,6,0.1444630137788807
l9,3,Mobilenetv2,0,3,7,0.11086569054034892
l9,3,Mobilenetv2,0,3,8,0.7050921161519224
l9,3,Mobilenetv2,0,3,9,-0.42274797704633654
l9,3,Mobilenetv2,1,0,0,-1.5275644497420022
